lambda,rho,Kf_cond,Kc_cond
537,0.659168004989624,1.48725855350494,1.2480388879776
538,0.660650730133057,1.48635280132294,1.2438759803772
539,0.676009595394135,1.48545050621033,1.25332963466644
540,0.664470911026001,1.48455154895782,1.24870812892914
541,0.671069741249085,1.48365592956543,1.24916350841522
542,0.657266616821289,1.48276352882385,1.24301815032959
543,0.661322295665741,1.48187446594238,1.2430522441864
544,0.662185668945313,1.48098862171173,1.24157321453094
545,0.648759126663208,1.48010611534119,1.2389121055603
546,0.667736351490021,1.47922682762146,1.24495255947113
547,0.638744592666626,1.47835075855255,1.2362756729126
548,0.655836462974548,1.47747778892517,1.24165391921997
549,0.664994359016419,1.47660803794861,1.23818624019623
550,0.649510025978088,1.47574150562286,1.23802351951599
551,0.656948089599609,1.47487807273865,1.23663067817688
552,0.667574405670166,1.47401785850525,1.24811232089996
553,0.676290571689606,1.47316062450409,1.24354875087738
554,0.656063556671143,1.47230660915375,1.24019575119019
555,0.652897298336029,1.47145557403564,1.23695111274719
556,0.671981930732727,1.47060763835907,1.23717248439789
557,0.661531686782837,1.46976268291473,1.23764967918396
558,0.654750823974609,1.46892082691193,1.23371827602386
559,0.65227472782135,1.46808195114136,1.23284804821014
560,0.640285849571228,1.46724617481232,1.2309467792511
561,0.649633347988129,1.46641325950623,1.23100709915161
562,0.638852715492249,1.46558332443237,1.22620916366577
563,0.666978359222412,1.46475636959076,1.23578691482544
564,0.656439900398254,1.46393227577209,1.23121702671051
565,0.670107305049896,1.46311116218567,1.24206566810608
566,0.664154767990112,1.46229302883148,1.23518896102905
567,0.634379148483276,1.46147763729095,1.23682618141174
568,0.679617524147034,1.46066522598267,1.23865497112274
569,0.641236543655396,1.45985555648804,1.22714030742645
570,0.682856678962708,1.45904886722565,1.23595178127289
571,0.649494171142578,1.45824491977692,1.22643005847931
572,0.678653419017792,1.45744371414185,1.23742628097534
573,0.66281270980835,1.45664548873901,1.23250341415405
574,0.664592266082764,1.45584988594055,1.2291454076767
575,0.673064649105072,1.45505714416504,1.23205721378326
576,0.672808825969696,1.4542670249939,1.23131060600281
577,0.669064044952393,1.4534797668457,1.23161041736603
578,0.652340531349182,1.45269525051117,1.22341847419739
579,0.674926519393921,1.45191335678101,1.23457884788513
580,0.663236975669861,1.4511342048645,1.22674334049225
581,0.683340191841126,1.45035767555237,1.23355484008789
582,0.68583083152771,1.44958388805389,1.23621225357056
583,0.675615012645721,1.44881272315979,1.22907269001007
584,0.658794701099396,1.44804430007935,1.221848487854
585,0.673636317253113,1.44727838039398,1.22700905799866
586,0.665138125419617,1.44651508331299,1.2262943983078
587,0.674879193305969,1.44575440883636,1.22965264320374
588,0.67065441608429,1.44499635696411,1.22279965877533
589,0.668238818645477,1.44424080848694,1.22481048107147
590,0.679597556591034,1.44348788261414,1.23111414909363
591,0.67322039604187,1.44273746013641,1.22644126415253
592,0.641633033752441,1.44198954105377,1.21528470516205
593,0.669021308422089,1.4412442445755,1.21940183639526
594,0.64588463306427,1.44050145149231,1.21730661392212
595,0.663633227348328,1.43976104259491,1.21972441673279
596,0.655794739723206,1.43902325630188,1.21929669380188
597,0.659318268299103,1.43828785419464,1.22626554965973
598,0.653107881546021,1.43755495548248,1.21897602081299
599,0.665310263633728,1.43682444095612,1.2217024564743
600,0.657982707023621,1.43609642982483,1.21565365791321
601,0.67013955116272,1.43537080287933,1.2180700302124
602,0.660169541835785,1.43464756011963,1.21601915359497
603,0.68124270439148,1.43392670154572,1.22695791721344
604,0.670199751853943,1.43320834636688,1.21948051452637
605,0.650449872016907,1.43249225616455,1.21287500858307
606,0.640046417713165,1.43177855014801,1.20999503135681
607,0.689262807369232,1.43106722831726,1.22688460350037
608,0.652399837970734,1.4303582906723,1.22023677825928
609,0.666691720485687,1.42965161800385,1.21530818939209
610,0.666354656219482,1.42894732952118,1.21320021152496
611,0.676822423934937,1.42824518680573,1.22073376178741
612,0.680094182491303,1.42754542827606,1.22003996372223
613,0.655579745769501,1.42684805393219,1.21408021450043
614,0.664060771465302,1.42615282535553,1.21589696407318
615,0.665817856788635,1.42545986175537,1.21226787567139
616,0.668693542480469,1.42476916313171,1.21387219429016
617,0.659196853637695,1.42408072948456,1.21169233322144
618,0.661065220832825,1.4233945608139,1.21222484111786
619,0.654759407043457,1.42271053791046,1.20896518230438
620,0.650746822357178,1.42202877998352,1.20938336849213
621,0.6594398021698,1.42134916782379,1.208704829216
622,0.668490409851074,1.42067182064056,1.2133709192276
623,0.670889496803284,1.41999650001526,1.21502113342285
624,0.662527799606323,1.41932344436646,1.20796835422516
625,0.657398581504822,1.41865253448486,1.2061939239502
626,0.655168414115906,1.41798377037048,1.20962285995483
627,0.650353670120239,1.41731715202332,1.20446312427521
628,0.679578423500061,1.41665256023407,1.21415829658508
629,0.66531229019165,1.41599023342133,1.20876371860504
630,0.676705241203308,1.4153299331665,1.20900046825409
631,0.67725682258606,1.4146716594696,1.2124217748642
632,0.684896349906921,1.41401553153992,1.21388924121857
633,0.645877957344055,1.41336154937744,1.20521926879883
634,0.644815921783447,1.4127094745636,1.19982552528381
635,0.68686717748642,1.41205954551697,1.21277618408203
636,0.674090385437012,1.41141164302826,1.20782506465912
637,0.675883829593658,1.41076588630676,1.20843005180359
638,0.645949244499207,1.4101220369339,1.20051848888397
639,0.670918941497803,1.40948021411896,1.20763289928436
640,0.678702533245087,1.40884041786194,1.2051614522934
641,0.681270480155945,1.40820252895355,1.20752024650574
642,0.659231662750244,1.40756666660309,1.20587372779846
643,0.672497749328613,1.40693283081055,1.20597124099731
644,0.658990621566773,1.40630102157593,1.20084130764008
645,0.675729036331177,1.40567111968994,1.20242238044739
646,0.670305192470551,1.40504312515259,1.20315623283386
647,0.671275138854981,1.40441703796387,1.20541739463806
648,0.688166260719299,1.40379297733307,1.20901668071747
649,0.674815893173218,1.4031708240509,1.20128667354584
650,0.676477074623108,1.40255045890808,1.20240724086761
651,0.677422285079956,1.40193212032318,1.208340883255
652,0.67363703250885,1.40131568908691,1.2005420923233
653,0.679276764392853,1.40070116519928,1.20214700698853
654,0.674402296543121,1.40008842945099,1.20366382598877
655,0.663808405399323,1.39947760105133,1.19789242744446
656,0.655109643936157,1.39886868000031,1.19981276988983
657,0.658260941505432,1.39826154708862,1.20050895214081
658,0.664604544639587,1.39765632152557,1.19689977169037
659,0.66882735490799,1.39705288410187,1.19815921783447
660,0.681222796440125,1.3964512348175,1.2005866765976
661,0.671425521373749,1.39585149288178,1.19920992851257
662,0.657588601112366,1.39525353908539,1.20339965820313
663,0.669862031936646,1.39465737342834,1.20076668262482
664,0.673891663551331,1.39406299591064,1.19823050498962
665,0.669209063053131,1.39347040653229,1.19613862037659
666,0.678763031959534,1.39287960529327,1.19884407520294
667,0.644725441932678,1.3922905921936,1.19247281551361
668,0.659139037132263,1.39170336723328,1.19280529022217
669,0.674400687217712,1.391117811203,1.19696927070618
670,0.663666725158691,1.39053404331207,1.1933434009552
671,0.669008493423462,1.38995206356049,1.19600594043732
672,0.66086357831955,1.38937175273895,1.19335520267487
673,0.684677124023438,1.38879323005676,1.19954800605774
674,0.675515055656433,1.38821637630463,1.19482755661011
675,0.663137674331665,1.38764119148254,1.19430506229401
676,0.687000036239624,1.3870677947998,1.20007395744324
677,0.662478744983673,1.38649606704712,1.19201493263245
678,0.650189995765686,1.38592600822449,1.19202852249146
679,0.680155873298645,1.38535761833191,1.19468402862549
680,0.663515567779541,1.38479089736938,1.19071924686432
681,0.653900742530823,1.38422584533691,1.18734240531921
682,0.692085146903992,1.3836624622345,1.19966280460358
683,0.660344004631043,1.38310074806213,1.1911848783493
684,0.674429178237915,1.38254070281982,1.19063878059387
685,0.673888623714447,1.38198220729828,1.19330787658691
686,0.677435457706451,1.38142538070679,1.19092869758606
687,0.676460683345795,1.38087022304535,1.19339191913605
688,0.681849956512451,1.38031661510468,1.19356417655945
689,0.670203149318695,1.37976467609406,1.1926292181015
690,0.672982752323151,1.3792142868042,1.19078063964844
691,0.657218337059021,1.37866544723511,1.1862713098526
692,0.677771806716919,1.37811827659607,1.19271981716156
693,0.681250512599945,1.3775726556778,1.1910080909729
694,0.655876159667969,1.37702858448029,1.18938553333282
695,0.673672914505005,1.37648606300354,1.18703961372375
696,0.699449181556702,1.37594521045685,1.19525134563446
697,0.654385209083557,1.37540578842163,1.18440294265747
698,0.657609820365906,1.37486791610718,1.186687707901
699,0.690304398536682,1.37433171272278,1.19438016414642
700,0.67882251739502,1.37379693984985,1.1915637254715
701,0.675371885299683,1.37326371669769,1.18720209598541
702,0.667051434516907,1.37273192405701,1.18848061561584
703,0.676371276378632,1.37220180034637,1.18639373779297
704,0.682267785072327,1.37167310714722,1.18768453598022
705,0.685033082962036,1.37114584445953,1.19159638881683
706,0.667717695236206,1.37062013149261,1.18571186065674
707,0.688540101051331,1.37009596824646,1.1909191608429
708,0.670059323310852,1.36957323551178,1.18334007263184
709,0.676045954227448,1.36905193328857,1.18694674968719
710,0.670815825462341,1.36853218078613,1.18152248859406
711,0.681995868682861,1.36801385879517,1.18685674667358
712,0.684652984142304,1.36749696731567,1.18623435497284
713,0.660918951034546,1.36698150634766,1.18198132514954
714,0.669366717338562,1.3664675951004,1.1823605298996
715,0.670984864234924,1.36595499515533,1.18196666240692
716,0.685371339321137,1.36544394493103,1.18518376350403
717,0.685227394104004,1.36493420600891,1.1856404542923
718,0.684054136276245,1.36442589759827,1.18366146087646
719,0.671697974205017,1.36391913890839,1.18011558055878
720,0.68026202917099,1.36341369152069,1.18254017829895
721,0.664230823516846,1.36290967464447,1.18158006668091
722,0.657875776290894,1.36240696907043,1.17713153362274
723,0.675089776515961,1.36190569400787,1.18069136142731
724,0.666757345199585,1.36140584945679,1.17918467521667
725,0.681998133659363,1.36090731620789,1.18224680423737
726,0.681531310081482,1.36041021347046,1.18328464031219
727,0.674422204494476,1.35991454124451,1.17721748352051
728,0.675806283950806,1.35942006111145,1.17929017543793
729,0.6743084192276,1.35892713069916,1.17974817752838
730,0.664586663246155,1.35843539237976,1.17757570743561
731,0.672320246696472,1.35794508457184,1.18080353736877
732,0.679439067840576,1.3574560880661,1.18060421943665
733,0.645721316337585,1.35696840286255,1.17574799060822
734,0.691572546958923,1.35648202896118,1.18195307254791
735,0.679644823074341,1.35599708557129,1.18071341514587
736,0.687979102134705,1.35551333427429,1.17989420890808
737,0.688412249088287,1.35503101348877,1.17943727970123
738,0.680675208568573,1.35454988479614,1.17779421806335
739,0.685277581214905,1.35407018661499,1.1798415184021
740,0.687923192977905,1.35359168052673,1.17969346046448
741,0.68817949295044,1.35311448574066,1.1803982257843
742,0.675438046455383,1.35263860225678,1.17446112632751
743,0.695972859859467,1.35216403007507,1.17967259883881
744,0.682404816150665,1.35169064998627,1.17899250984192
745,0.661879539489746,1.35121858119965,1.17071306705475
746,0.68154776096344,1.35074782371521,1.17552828788757
747,0.690400183200836,1.35027825832367,1.17874753475189
748,0.668243527412415,1.34980988502502,1.17759716510773
749,0.680344343185425,1.34934294223785,1.1741259098053
750,0.683450162410736,1.34887707233429,1.17482221126556
751,0.667070269584656,1.34841251373291,1.17123460769653
752,0.684394598007202,1.34794926643372,1.17665827274323
753,0.682914853096008,1.34748721122742,1.17673516273499
754,0.689963936805725,1.34702634811401,1.17635905742645
755,0.675808548927307,1.34656667709351,1.17235887050629
756,0.681151807308197,1.34610819816589,1.17598068714142
757,0.690237939357758,1.34565103054047,1.17356956005096
758,0.692496061325073,1.34519505500793,1.1749769449234
759,0.697631239891052,1.3447402715683,1.17576706409454
760,0.701858282089233,1.34428668022156,1.1759957075119
761,0.694573700428009,1.34383416175842,1.17825627326965
762,0.681555390357971,1.34338295459747,1.17034792900085
763,0.67895245552063,1.34293293952942,1.16976153850555
764,0.673497378826141,1.34248411655426,1.17017590999603
765,0.706577897071838,1.34203636646271,1.1778701543808
766,0.677297711372376,1.34158980846405,1.17059743404388
767,0.7001873254776,1.34114456176758,1.17568731307983
768,0.692791938781738,1.34070026874542,1.17309713363647
769,0.692912518978119,1.34025728702545,1.17220604419708
770,0.679228186607361,1.33981537818909,1.17249429225922
771,0.694706916809082,1.33937466144562,1.1751697063446
772,0.693688273429871,1.33893501758575,1.17089951038361
773,0.658942580223084,1.33849656581879,1.16407775878906
774,0.683889269828796,1.33805918693542,1.17124617099762
775,0.698330461978912,1.33762300014496,1.17379415035248
776,0.685702800750732,1.3371878862381,1.16935658454895
777,0.66259491443634,1.33675396442413,1.16465544700623
778,0.698534488677979,1.33632111549377,1.17393863201141
779,0.697649359703064,1.33588933944702,1.17323529720306
780,0.681363940238953,1.33545875549316,1.16911363601685
781,0.689194679260254,1.33502924442291,1.168661236763
782,0.700130105018616,1.33460080623627,1.17235267162323
783,0.664593875408173,1.33417344093323,1.16375863552094
784,0.691593408584595,1.33374726772308,1.17054307460785
785,0.671507835388184,1.33332204818726,1.16612088680267
786,0.654894590377808,1.33289802074432,1.15937423706055
787,0.674697577953339,1.332475066185,1.16426086425781
788,0.689463496208191,1.33205306529999,1.16915261745453
789,0.688993692398071,1.33163225650787,1.16762459278107
790,0.67771589756012,1.33121240139008,1.16513311862946
791,0.688352882862091,1.33079373836517,1.16774308681488
792,0.666465640068054,1.33037602901459,1.16209173202515
793,0.675943851470947,1.32995939254761,1.16786313056946
794,0.673506379127502,1.32954382896423,1.16473627090454
795,0.668120741844177,1.32912933826447,1.16325724124908
796,0.686392903327942,1.3287159204483,1.16485631465912
797,0.689107537269592,1.32830345630646,1.16598570346832
798,0.663521766662598,1.32789206504822,1.16087877750397
799,0.695668876171112,1.32748162746429,1.16771566867828
800,0.691462635993958,1.32707226276398,1.16479909420013
801,0.691651344299316,1.32666397094727,1.16569221019745
802,0.674919843673706,1.32625663280487,1.16287302970886
803,0.679543316364288,1.32585036754608,1.16373860836029
804,0.688754439353943,1.32544505596161,1.16687107086182
805,0.688852548599243,1.32504081726074,1.16516625881195
806,0.690098881721497,1.32463753223419,1.1631600856781
807,0.669368743896484,1.32423520088196,1.16169953346252
808,0.68712306022644,1.32383394241333,1.16948676109314
809,0.678237199783325,1.32343363761902,1.16075253486633
810,0.697349607944489,1.32303440570831,1.16682291030884
811,0.660274744033814,1.32263600826263,1.1572870016098
812,0.65672242641449,1.32223868370056,1.15893661975861
813,0.680297017097473,1.32184231281281,1.16128420829773
814,0.685897171497345,1.32144701480865,1.16119825839996
815,0.696540951728821,1.32105255126953,1.164799451828
816,0.692313075065613,1.32065916061401,1.16646265983582
817,0.693952918052673,1.32026660442352,1.16213703155518
818,0.684896886348724,1.31987512111664,1.15816402435303
819,0.690810441970825,1.31948459148407,1.16551625728607
820,0.66043496131897,1.31909489631653,1.15571582317352
821,0.69430148601532,1.31870627403259,1.16095471382141
822,0.708891868591309,1.31831848621368,1.16286849975586
823,0.682024478912354,1.31793177127838,1.15843522548676
824,0.6626957654953,1.31754589080811,1.15561699867249
825,0.682281494140625,1.31716096401215,1.15949904918671
826,0.703060507774353,1.3167769908905,1.16343593597412
827,0.678738832473755,1.31639397144318,1.15772867202759
828,0.671544373035431,1.31601190567017,1.15564727783203
829,0.684176445007324,1.31563067436218,1.15533185005188
830,0.686727106571198,1.31525039672852,1.15864837169647
831,0.683449387550354,1.31487107276917,1.15777826309204
832,0.677458047866821,1.31449258327484,1.15729439258575
833,0.665743827819824,1.31411504745483,1.15317630767822
834,0.6765296459198,1.31373846530914,1.15915584564209
835,0.696586966514587,1.31336271762848,1.15854132175446
836,0.674174666404724,1.31298780441284,1.15452992916107
837,0.679636716842651,1.31261384487152,1.15404975414276
838,0.700052201747894,1.31224083900452,1.16063213348389
839,0.688406884670258,1.31186866760254,1.15656125545502
840,0.682841658592224,1.31149744987488,1.15575850009918
841,0.703227281570435,1.31112706661224,1.15909671783447
842,0.686080455780029,1.31075751781464,1.15545248985291
843,0.679794907569885,1.31038892269135,1.15715837478638
844,0.688222944736481,1.31002116203308,1.15477395057678
845,0.683512568473816,1.30965423583984,1.15258014202118
846,0.686319947242737,1.30928826332092,1.15446412563324
847,0.687058627605438,1.30892312526703,1.15721082687378
848,0.681938946247101,1.30855882167816,1.15512955188751
849,0.699589431285858,1.30819535255432,1.15711784362793
850,0.68493914604187,1.30783271789551,1.15543925762177
851,0.682140111923218,1.30747103691101,1.15561544895172
852,0.685668408870697,1.30711019039154,1.15252566337585
853,0.674455285072327,1.30675005912781,1.14983713626862
854,0.697075009346008,1.30639088153839,1.15685796737671
855,0.703553140163422,1.306032538414,1.15733087062836
856,0.664120972156525,1.30567502975464,1.15107095241547
857,0.691624999046326,1.3053183555603,1.15745007991791
858,0.691428184509277,1.30496251583099,1.15307438373566
859,0.692040145397186,1.30460751056671,1.15561401844025
860,0.675841748714447,1.30425333976746,1.15163850784302
861,0.679832696914673,1.30389988422394,1.15430200099945
862,0.696587920188904,1.30354738235474,1.15254294872284
863,0.694717466831207,1.30319559574127,1.15516221523285
864,0.691569805145264,1.30284476280212,1.15224921703339
865,0.696890592575073,1.30249464511871,1.15322649478912
866,0.695767045021057,1.30214536190033,1.15368032455444
867,0.701415657997131,1.30179679393768,1.15333521366119
868,0.702553451061249,1.30144917964935,1.15575397014618
869,0.700320243835449,1.30110228061676,1.15305304527283
870,0.682587385177612,1.3007560968399,1.14791119098663
871,0.691271901130676,1.30041086673737,1.15280342102051
872,0.669092953205109,1.30006635189056,1.14557039737701
873,0.692679047584534,1.2997225522995,1.15155649185181
874,0.677088022232056,1.29937970638275,1.14981150627136
875,0.711366176605225,1.29903757572174,1.1562637090683
876,0.676215052604675,1.29869616031647,1.14837837219238
877,0.691500186920166,1.29835557937622,1.15063428878784
878,0.680954694747925,1.29801571369171,1.14786756038666
879,0.703837871551514,1.29767668247223,1.15260934829712
880,0.698653817176819,1.29733848571777,1.15055584907532
881,0.665747463703156,1.29700100421906,1.15146231651306
882,0.691332757472992,1.29666423797607,1.14907264709473
883,0.700916647911072,1.29632818698883,1.15613281726837
884,0.701182365417481,1.29599297046661,1.15216088294983
885,0.679735004901886,1.29565858840942,1.14793968200684
886,0.692440509796143,1.29532492160797,1.14975297451019
887,0.686240673065186,1.29499197006226,1.14610266685486
888,0.704874873161316,1.29465973377228,1.15234208106995
889,0.706869244575501,1.29432833194733,1.15347027778625
890,0.678105771541596,1.29399752616882,1.14719295501709
891,0.676680564880371,1.29366755485535,1.14543950557709
892,0.655664324760437,1.2933384180069,1.14387249946594
893,0.692068159580231,1.2930098772049,1.14706993103027
894,0.693866729736328,1.29268217086792,1.15022850036621
895,0.677805423736572,1.29235517978668,1.14435076713562
896,0.668456792831421,1.29202878475189,1.14276659488678
897,0.687394261360169,1.29170322418213,1.14763700962067
898,0.680616080760956,1.2913783788681,1.1438684463501
899,0.692724406719208,1.2910543680191,1.14680004119873
900,0.681402564048767,1.29073095321655,1.144198179245
901,0.712338328361511,1.29040825366974,1.15303719043732
902,0.705738008022308,1.29008626937866,1.15012121200562
903,0.68936425447464,1.28976500034332,1.14868402481079
904,0.698651492595673,1.28944456577301,1.14627468585968
905,0.709328055381775,1.28912472724915,1.14890396595001
906,0.677175760269165,1.28880560398102,1.14547514915466
907,0.677952289581299,1.28848719596863,1.14322292804718
908,0.686155140399933,1.28816938400269,1.14446902275085
909,0.712225317955017,1.28785240650177,1.14862644672394
910,0.678600609302521,1.2875360250473,1.14149570465088
911,0.706717848777771,1.28722047805786,1.14810454845428
912,0.682176113128662,1.28690552711487,1.14202952384949
913,0.670868456363678,1.28659129142761,1.14495754241943
914,0.68562650680542,1.28627777099609,1.14321053028107
915,0.682470262050629,1.28596484661102,1.14162194728851
916,0.677328824996948,1.28565263748169,1.1409056186676
917,0.696534872055054,1.28534114360809,1.14383637905121
918,0.718358039855957,1.28503036499023,1.1477837562561
919,0.710796117782593,1.28472018241882,1.15309357643127
920,0.698303580284119,1.28441071510315,1.14345228672028
921,0.701023578643799,1.28410184383392,1.14572715759277
922,0.679735422134399,1.28379380702972,1.14142203330994
923,0.704340159893036,1.28348624706268,1.14659988880157
924,0.685431241989136,1.28317952156067,1.14073073863983
925,0.672078847885132,1.2828733921051,1.13825178146362
926,0.682215332984924,1.28256785869598,1.14024722576141
927,0.679271459579468,1.2822630405426,1.14030528068542
928,0.710293233394623,1.28195881843567,1.14724278450012
929,0.697702527046204,1.28165531158447,1.14345443248749
930,0.681728184223175,1.28135251998901,1.13897216320038
931,0.688924849033356,1.28105032444,1.14002215862274
932,0.689000010490418,1.28074872493744,1.13941526412964
933,0.683032989501953,1.28044784069061,1.14226651191711
934,0.697915196418762,1.28014755249023,1.14286410808563
935,0.707973957061768,1.27984797954559,1.14402735233307
936,0.694611668586731,1.2795490026474,1.14172196388245
937,0.679928600788117,1.27925062179565,1.13884079456329
938,0.674489140510559,1.27895295619965,1.13517558574677
939,0.684309422969818,1.27865588665009,1.13675463199615
940,0.70054429769516,1.27835941314697,1.14255774021149
941,0.684365808963776,1.27806353569031,1.13766133785248
942,0.69079601764679,1.27776837348938,1.14224410057068
943,0.69325315952301,1.2774738073349,1.13847184181213
944,0.681013464927673,1.27717995643616,1.14052939414978
945,0.67669153213501,1.27688658237457,1.13624227046967
946,0.708734154701233,1.27659392356873,1.14326012134552
947,0.687901735305786,1.27630186080933,1.13977348804474
948,0.696734070777893,1.27601039409637,1.13861012458801
949,0.691127300262451,1.27571952342987,1.13823533058167
950,0.686268031597138,1.27542924880981,1.13458967208862
951,0.673452615737915,1.2751396894455,1.13468503952026
952,0.695206761360169,1.27485072612762,1.13715648651123
953,0.700465500354767,1.27456223964691,1.13979601860046
954,0.704138278961182,1.27427446842194,1.13898897171021
955,0.686217904090881,1.27398729324341,1.13611602783203
956,0.696191191673279,1.27370071411133,1.13801622390747
957,0.697220206260681,1.27341461181641,1.13734006881714
958,0.70150625705719,1.27312922477722,1.14082765579224
959,0.678069114685059,1.27284443378448,1.13563930988312
960,0.701414346694946,1.2725602388382,1.13952827453613
961,0.688473522663117,1.27227663993835,1.13442850112915
962,0.686559200286865,1.27199363708496,1.13529872894287
963,0.677645981311798,1.27171111106873,1.13551390171051
964,0.707486808300018,1.27142930030823,1.13929307460785
965,0.688408136367798,1.27114796638489,1.13461136817932
966,0.698934197425842,1.27086734771729,1.14027369022369
967,0.701679706573486,1.27058720588684,1.13950538635254
968,0.706084370613098,1.27030766010284,1.13950216770172
969,0.689084529876709,1.2700287103653,1.13586723804474
970,0.701404571533203,1.26975035667419,1.1347324848175
971,0.690392434597015,1.26947259902954,1.13704514503479
972,0.713876724243164,1.26919531822205,1.14205873012543
973,0.699480175971985,1.268918633461,1.1362144947052
974,0.692919731140137,1.2686425447464,1.13415658473969
975,0.693076312541962,1.26836705207825,1.13619649410248
976,0.689606785774231,1.26809203624725,1.132737159729
977,0.697235405445099,1.26781761646271,1.13287687301636
978,0.685123443603516,1.26754379272461,1.13155281543732
979,0.675286054611206,1.26727056503296,1.13532519340515
980,0.684899210929871,1.26699781417847,1.13206171989441
981,0.67390501499176,1.26672565937042,1.13236951828003
982,0.690202593803406,1.26645398139954,1.13415896892548
983,0.701230525970459,1.2661828994751,1.13410878181458
984,0.693877935409546,1.26591241359711,1.13333034515381
985,0.70219361782074,1.26564252376556,1.13349401950836
986,0.720761299133301,1.26537311077118,1.14014554023743
987,0.684591591358185,1.26510417461395,1.13028252124786
988,0.699991285800934,1.26483583450317,1.13578712940216
989,0.702724277973175,1.26456809043884,1.13505601882935
990,0.704988718032837,1.26430082321167,1.13487958908081
991,0.690202474594116,1.26403415203094,1.13280582427979
992,0.678125381469727,1.26376795768738,1.12981081008911
993,0.691583395004273,1.26350235939026,1.1318519115448
994,0.676600575447083,1.2632372379303,1.12829184532166
995,0.69962203502655,1.26297271251678,1.13144493103027
996,0.691959142684937,1.26270866394043,1.13107419013977
997,0.70646059513092,1.26244521141052,1.13535606861115
998,0.687833786010742,1.26218223571777,1.13231348991394
999,0.68444699048996,1.26191973686218,1.13102972507477
1000,0.703984379768372,1.26165783405304,1.13544857501984
