lambda,rho,Kf_cond,Kc_cond
317,0.595754444599152,1.82541906833649,1.4077535867691
318,0.607890009880066,1.82282340526581,1.42044687271118
319,0.618818879127502,1.82024395465851,1.41925466060638
320,0.5901740193367,1.81768071651459,1.40699303150177
321,0.620157361030579,1.81513345241547,1.41662001609802
322,0.600431084632874,1.81260192394257,1.40683281421661
323,0.622992277145386,1.81008613109589,1.41872715950012
324,0.608404994010925,1.80758595466614,1.40733730792999
325,0.612556099891663,1.80510103702545,1.40406954288483
326,0.601320803165436,1.80263137817383,1.40291583538055
327,0.598193287849426,1.80017685890198,1.40810012817383
328,0.607865393161774,1.79773736000061,1.39965271949768
329,0.625118613243103,1.79531252384186,1.40686464309692
330,0.586384177207947,1.7929025888443,1.39029812812805
331,0.609576344490051,1.79050707817078,1.398064494133
332,0.606223821640015,1.78812599182129,1.39664101600647
333,0.630930840969086,1.78575921058655,1.40962886810303
334,0.631551742553711,1.78340673446655,1.4064769744873
335,0.616597354412079,1.78106820583344,1.39824080467224
336,0.60248076915741,1.77874350547791,1.38701689243317
337,0.598481714725494,1.77643275260925,1.38754200935364
338,0.626770615577698,1.77413558959961,1.3986839056015
339,0.615986585617065,1.77185201644897,1.38661897182465
340,0.608627796173096,1.76958191394806,1.38646924495697
341,0.587222278118134,1.76732504367828,1.37521481513977
342,0.614815771579742,1.76508140563965,1.38434076309204
343,0.621782422065735,1.76285088062286,1.39080321788788
344,0.621930480003357,1.76063323020935,1.38647794723511
345,0.60905396938324,1.75842845439911,1.37594985961914
346,0.607923090457916,1.75623655319214,1.37753570079803
347,0.61652946472168,1.75405716896057,1.38194823265076
348,0.607049465179443,1.75189030170441,1.37606287002563
349,0.59872031211853,1.74973595142365,1.36742103099823
350,0.614009618759155,1.74759376049042,1.37963366508484
351,0.623496413230896,1.7454639673233,1.37871634960175
352,0.590013980865479,1.74334609508514,1.36875295639038
353,0.595039010047913,1.74124038219452,1.36340975761414
354,0.631219506263733,1.73914647102356,1.38525557518005
355,0.620788156986237,1.73706436157227,1.37399137020111
356,0.62163645029068,1.73499393463135,1.36743271350861
357,0.632006406784058,1.73293507099152,1.37426292896271
358,0.599412322044373,1.73088777065277,1.36051380634308
359,0.611030697822571,1.72885191440582,1.36650538444519
360,0.623145580291748,1.72682738304138,1.36572086811066
361,0.62097156047821,1.72481393814087,1.36916100978851
362,0.615328788757324,1.72281169891357,1.36750876903534
363,0.628424108028412,1.72082054615021,1.37167704105377
364,0.618917882442474,1.71884024143219,1.36024868488312
365,0.640072464942932,1.71687078475952,1.37296259403229
366,0.619032740592957,1.7149121761322,1.36500370502472
367,0.633534550666809,1.71296417713165,1.36429536342621
368,0.616745471954346,1.71102678775787,1.35294473171234
369,0.628884971141815,1.70909976959229,1.36535084247589
370,0.642685651779175,1.70718336105347,1.36557686328888
371,0.62907201051712,1.70527720451355,1.35799944400787
372,0.633772969245911,1.70338129997253,1.35913920402527
373,0.63540256023407,1.70149552822113,1.35445582866669
374,0.630869746208191,1.69961988925934,1.3556421995163
375,0.61532461643219,1.69775426387787,1.35100698471069
376,0.635895013809204,1.69589853286743,1.35851407051086
377,0.594789803028107,1.69405257701874,1.33507251739502
378,0.647451460361481,1.69221651554108,1.36158955097198
379,0.627297043800354,1.69039011001587,1.34961152076721
380,0.610953330993652,1.68857324123383,1.34123826026917
381,0.628976106643677,1.68676602840424,1.34194552898407
382,0.625936448574066,1.68496811389923,1.34336960315704
383,0.612358152866364,1.68317973613739,1.33659291267395
384,0.600578248500824,1.68140065670013,1.33126580715179
385,0.619999825954437,1.67963075637817,1.3452308177948
386,0.638864278793335,1.67787003517151,1.34773468971252
387,0.631507992744446,1.67611849308014,1.34084486961365
388,0.633400678634644,1.67437589168549,1.34446465969086
389,0.610828280448914,1.67264223098755,1.3340939283371
390,0.627049624919891,1.67091751098633,1.34120357036591
391,0.615467369556427,1.66920161247253,1.33832812309265
392,0.615626633167267,1.66749453544617,1.33609223365784
393,0.640496492385864,1.66579604148865,1.34022223949432
394,0.616209506988525,1.66410613059998,1.32997977733612
395,0.63377320766449,1.66242492198944,1.33199203014374
396,0.637062966823578,1.66075205802917,1.33547353744507
397,0.657389283180237,1.65908777713776,1.35114753246307
398,0.65563178062439,1.65743172168732,1.34480845928192
399,0.619930505752564,1.65578401088715,1.32511651515961
400,0.652116060256958,1.65414464473724,1.34251630306244
401,0.637456059455872,1.65251326560974,1.33445429801941
402,0.612155079841614,1.65089011192322,1.3211385011673
403,0.638758301734924,1.64927506446838,1.32940113544464
404,0.629701197147369,1.64766788482666,1.32453107833862
405,0.642370581626892,1.64606869220734,1.33505427837372
406,0.622037172317505,1.64447748661041,1.31824266910553
407,0.631706595420837,1.64289391040802,1.32419657707214
408,0.618139743804932,1.64131820201874,1.31581020355225
409,0.64063024520874,1.63975024223328,1.32316589355469
410,0.63898891210556,1.63818979263306,1.32725560665131
411,0.639905214309692,1.63663709163666,1.3246785402298
412,0.639386296272278,1.63509178161621,1.3287193775177
413,0.637963056564331,1.6335541009903,1.32097506523132
414,0.620161533355713,1.63202381134033,1.31098473072052
415,0.633299052715302,1.63050079345703,1.3212468624115
416,0.635649561882019,1.62898516654968,1.31462371349335
417,0.617215514183044,1.627476811409,1.31133544445038
418,0.639603018760681,1.62597572803497,1.31815147399902
419,0.65732204914093,1.62448167800903,1.3225771188736
420,0.624974608421326,1.62299489974976,1.31747221946716
421,0.618645429611206,1.62151503562927,1.30701768398285
422,0.652380108833313,1.62004232406616,1.31988823413849
423,0.644023656845093,1.61857640743256,1.31277406215668
424,0.652913331985474,1.61711752414703,1.31970262527466
425,0.645669102668762,1.61566555500031,1.32148349285126
426,0.644055724143982,1.61422026157379,1.3139101266861
427,0.626500189304352,1.61278176307678,1.30391430854797
428,0.608624756336212,1.61135005950928,1.30814826488495
429,0.639685392379761,1.60992503166199,1.31133162975311
430,0.623340129852295,1.60850656032562,1.30230867862701
431,0.628342747688294,1.60709476470947,1.30924189090729
432,0.645235180854797,1.60568940639496,1.30864644050598
433,0.622123062610626,1.60429060459137,1.30228161811829
434,0.646032691001892,1.60289824008942,1.30962991714478
435,0.645562171936035,1.6015123128891,1.30924665927887
436,0.624292969703674,1.60013270378113,1.29853129386902
437,0.637474894523621,1.59875929355621,1.30190336704254
438,0.638199687004089,1.59739232063293,1.29840040206909
439,0.639516234397888,1.59603154659271,1.29790675640106
440,0.655311465263367,1.59467685222626,1.31462502479553
441,0.654218137264252,1.59332847595215,1.30475783348084
442,0.617662787437439,1.59198606014252,1.28850257396698
443,0.626824676990509,1.59064972400665,1.29072844982147
444,0.63916540145874,1.58931946754456,1.29482400417328
445,0.63007378578186,1.58799517154694,1.29203164577484
446,0.650696158409119,1.5866767168045,1.29994904994965
447,0.622214436531067,1.58536434173584,1.28468334674835
448,0.637328147888184,1.58405768871307,1.28951728343964
449,0.624270975589752,1.5827568769455,1.28927171230316
450,0.669313669204712,1.58146190643311,1.309002161026
451,0.610373079776764,1.58017253875732,1.28500175476074
452,0.62990128993988,1.57888901233673,1.2872496843338
453,0.645780682563782,1.57761108875275,1.29102766513824
454,0.627645671367645,1.57633888721466,1.29354286193848
455,0.665608048439026,1.57507216930389,1.29997777938843
456,0.641351044178009,1.57381105422974,1.28669369220734
457,0.659856796264648,1.5725554227829,1.30659937858582
458,0.653554677963257,1.57130527496338,1.29019117355347
459,0.634696662425995,1.57006061077118,1.28870153427124
460,0.631594359874725,1.5688214302063,1.28391599655151
461,0.648966550827026,1.56758749485016,1.28744733333588
462,0.638735890388489,1.56635892391205,1.28597283363342
463,0.663141250610352,1.56513571739197,1.29109144210815
464,0.661489963531494,1.56391775608063,1.29251742362976
465,0.640298843383789,1.56270503997803,1.28951954841614
466,0.640157222747803,1.56149744987488,1.28091704845428
467,0.662901818752289,1.56029510498047,1.29180884361267
468,0.630397140979767,1.55909788608551,1.27661967277527
469,0.634597897529602,1.55790579319,1.27646219730377
470,0.658585667610169,1.55671882629395,1.28736162185669
471,0.650305390357971,1.55553686618805,1.2789603471756
472,0.650593757629395,1.55435979366303,1.2821923494339
473,0.656076014041901,1.55318784713745,1.28047382831573
474,0.661205768585205,1.55202078819275,1.28451180458069
475,0.631839394569397,1.55085861682892,1.27068495750427
476,0.656236171722412,1.54970133304596,1.28000676631928
477,0.638217568397522,1.54854893684387,1.27051663398743
478,0.635722398757935,1.54740130901337,1.26819157600403
479,0.647550344467163,1.54625856876373,1.27322125434875
480,0.646056830883026,1.54512047767639,1.27090418338776
481,0.621098518371582,1.54398715496063,1.26532173156738
482,0.649069964885712,1.54285860061646,1.27274978160858
483,0.654471755027771,1.54173469543457,1.27968811988831
484,0.663895070552826,1.54061532020569,1.27969312667847
485,0.622384369373322,1.53950071334839,1.26304757595062
486,0.622830748558044,1.53839063644409,1.26566386222839
487,0.632559180259705,1.5372850894928,1.26705312728882
488,0.642706871032715,1.53618407249451,1.27242255210876
489,0.643874287605286,1.53508758544922,1.26619982719421
490,0.659476459026337,1.53399562835693,1.27485454082489
491,0.644784986972809,1.53290796279907,1.26669406890869
492,0.635478377342224,1.53182482719421,1.26515209674835
493,0.654216766357422,1.53074610233307,1.26548993587494
494,0.66483736038208,1.52967178821564,1.27184700965881
495,0.652853429317474,1.52860164642334,1.26877057552338
496,0.650703549385071,1.52753591537476,1.26560342311859
497,0.675240278244019,1.5264744758606,1.27659380435944
498,0.66371488571167,1.52541732788086,1.26806700229645
499,0.66083961725235,1.52436435222626,1.26687848567963
500,0.639326095581055,1.52331566810608,1.25988137722015
501,0.646948218345642,1.52227115631104,1.2611026763916
502,0.643972396850586,1.52123069763184,1.27110970020294
503,0.653266131877899,1.52019453048706,1.26259255409241
504,0.647660255432129,1.51916241645813,1.25843465328217
505,0.655512928962708,1.51813435554504,1.25957846641541
506,0.658321976661682,1.5171103477478,1.25952970981598
507,0.662073612213135,1.51609039306641,1.26622140407562
508,0.657008409500122,1.51507449150085,1.26191735267639
509,0.671783924102783,1.51406252384186,1.26757836341858
510,0.645447731018066,1.51305460929871,1.25442171096802
511,0.667842507362366,1.51205050945282,1.26342105865479
512,0.642356812953949,1.51105046272278,1.25366318225861
513,0.657026886940002,1.51005423069,1.25812828540802
514,0.656365156173706,1.50906193256378,1.2572009563446
515,0.643844366073608,1.50807344913483,1.25223135948181
516,0.65325266122818,1.50708878040314,1.25591492652893
517,0.634937047958374,1.506108045578,1.25604546070099
518,0.642095327377319,1.50513100624084,1.24758553504944
519,0.643651127815247,1.50415766239166,1.25032460689545
520,0.661452651023865,1.50318813323975,1.2547961473465
521,0.628633558750153,1.50222229957581,1.24626839160919
522,0.64388108253479,1.50126028060913,1.24840354919434
523,0.666466355323792,1.50030183792114,1.25680184364319
524,0.657689571380615,1.49934697151184,1.25515484809875
525,0.640061497688294,1.4983959197998,1.24786174297333
526,0.668808817863464,1.49744832515717,1.25767719745636
527,0.65869677066803,1.4965044260025,1.25489175319672
528,0.667980194091797,1.49556410312653,1.25039792060852
529,0.645114302635193,1.49462723731995,1.24936175346375
530,0.661866545677185,1.49369406700134,1.24938881397247
531,0.652277708053589,1.49276423454285,1.24830460548401
532,0.655331969261169,1.49183809757233,1.24643111228943
533,0.659671425819397,1.49091529846191,1.25139653682709
534,0.660017609596252,1.4899959564209,1.24965381622314
535,0.64948570728302,1.48908007144928,1.24518287181854
536,0.653769552707672,1.48816764354706,1.24870216846466
