iteration,gamma,rho
0,10.0,0.540341854095459
1,9.999746322631836,0.5319093465805054
2,9.999499320983887,0.5625085830688477
3,9.999249458312988,0.540890634059906
4,9.998995780944824,0.5698649287223816
5,9.998746871948242,0.538348913192749
6,9.998501777648926,0.5189465284347534
7,9.998250961303711,0.5355068445205688
8,9.998007774353027,0.5511754751205444
9,9.997760772705078,0.5470964908599854
10,9.997509002685547,0.535295844078064
11,9.99726676940918,0.5331093072891235
12,9.997014999389648,0.5394023656845093
13,9.996768951416016,0.5458347797393799
14,9.99652099609375,0.5456396341323853
15,9.996271133422852,0.5359199047088623
16,9.996020317077637,0.5099034309387207
17,9.995780944824219,0.5363906621932983
18,9.995529174804688,0.543324887752533
19,9.995282173156738,0.5469927787780762
20,9.995030403137207,0.5454481840133667
21,9.994784355163574,0.5348055958747864
22,9.994542121887207,0.5175265073776245
23,9.99428939819336,0.5647932291030884
24,9.994043350219727,0.5327335596084595
25,9.99378776550293,0.523037314414978
26,9.993537902832031,0.5449671745300293
27,9.993285179138184,0.5580786466598511
28,9.993042945861816,0.5406195521354675
29,9.992788314819336,0.5433950424194336
30,9.992538452148438,0.5171570777893066
31,9.992288589477539,0.5274892449378967
32,9.992037773132324,0.5308254361152649
33,9.991789817810059,0.5235759615898132
34,9.991535186767578,0.5352412462234497
35,9.991277694702148,0.5510162711143494
36,9.991025924682617,0.5423092842102051
37,9.990777015686035,0.5506740808486938
38,9.9905366897583,0.5511957406997681
39,9.990279197692871,0.545982837677002
40,9.990029335021973,0.5379582643508911
41,9.989781379699707,0.5439550876617432
42,9.989523887634277,0.5407820343971252
43,9.989266395568848,0.5500833988189697
44,9.989013671875,0.5309393405914307
45,9.988777160644531,0.5424915552139282
46,9.988531112670898,0.5436713695526123
47,9.98828125,0.5524406433105469
48,9.988035202026367,0.534655749797821
49,9.987784385681152,0.5438306331634521
50,9.987527847290039,0.535448431968689
51,9.987279891967773,0.5546021461486816
52,9.987031936645508,0.5550209879875183
53,9.986778259277344,0.5443772077560425
54,9.98652458190918,0.5482896566390991
55,9.98627758026123,0.5647171139717102
56,9.986024856567383,0.5450247526168823
57,9.985776901245117,0.5403690338134766
58,9.985528945922852,0.5297713279724121
59,9.985296249389648,0.5554129481315613
60,9.985050201416016,0.5096474885940552
61,9.984806060791016,0.5455108880996704
62,9.984562873840332,0.5303655862808228
63,9.984306335449219,0.524907112121582
64,9.984057426452637,0.5452886819839478
65,9.983807563781738,0.5525466799736023
66,9.983556747436523,0.5686627626419067
67,9.983308792114258,0.5244196653366089
68,9.983060836791992,0.5023617744445801
69,9.982809066772461,0.5418655872344971
70,9.982553482055664,0.5231294631958008
71,9.982298851013184,0.5333685874938965
72,9.982050895690918,0.5528640747070312
73,9.981800079345703,0.5052486658096313
74,9.98155403137207,0.5377907752990723
75,9.98131275177002,0.5187156200408936
76,9.981053352355957,0.5635634660720825
77,9.980807304382324,0.552303671836853
78,9.98055648803711,0.5430141091346741
79,9.980308532714844,0.5132635831832886
80,9.980064392089844,0.5543479323387146
81,9.979816436767578,0.5195845365524292
82,9.97956657409668,0.5332269072532654
83,9.979317665100098,0.5268080234527588
84,9.979073524475098,0.5330489277839661
85,9.978816986083984,0.5524032711982727
86,9.97856330871582,0.5385924577713013
87,9.978317260742188,0.5394361019134521
88,9.978062629699707,0.5347940921783447
89,9.977810859680176,0.5432637929916382
90,9.977563858032227,0.5573297739028931
91,9.977313995361328,0.521762490272522
92,9.977066993713379,0.5552247762680054
93,9.976825714111328,0.5603499412536621
94,9.976578712463379,0.5551693439483643
95,9.976326942443848,0.541370689868927
96,9.976078033447266,0.5304704904556274
97,9.975821495056152,0.577965497970581
