iteration,gamma,rho
178,9.821638107299805,0.5305688381195068
179,9.820643424987793,0.5187696218490601
180,9.819626808166504,0.5292311906814575
181,9.818574905395508,0.5278780460357666
182,9.817564964294434,0.552283763885498
183,9.816572189331055,0.5069879293441772
184,9.815560340881348,0.5267261862754822
185,9.814526557922363,0.54628586769104
186,9.813536643981934,0.5499117970466614
187,9.812541961669922,0.5417321920394897
188,9.811543464660645,0.5458330512046814
189,9.810511589050293,0.5480959415435791
190,9.809484481811523,0.5578323602676392
191,9.808483123779297,0.5414754748344421
192,9.807474136352539,0.5368869304656982
193,9.806475639343262,0.5448912382125854
194,9.80543327331543,0.5348007678985596
195,9.804417610168457,0.561016857624054
196,9.803394317626953,0.5443702936172485
197,9.802400588989258,0.5308968424797058
198,9.80139446258545,0.5538631677627563
199,9.800363540649414,0.5581735968589783
200,9.799347877502441,0.5378721952438354
201,9.798335075378418,0.5413611531257629
202,9.797331809997559,0.5445693731307983
203,9.796321868896484,0.5229445099830627
204,9.795328140258789,0.5314033031463623
205,9.794319152832031,0.5528227090835571
206,9.793295860290527,0.5300815105438232
207,9.79228687286377,0.5465815663337708
208,9.79126262664795,0.5508290529251099
209,9.790199279785156,0.5356318950653076
210,9.789149284362793,0.540905237197876
211,9.788145065307617,0.5388067960739136
212,9.787120819091797,0.5500689148902893
213,9.78610610961914,0.5549325942993164
214,9.785114288330078,0.5301600694656372
215,9.784087181091309,0.5364252328872681
216,9.78307819366455,0.5375701189041138
217,9.782064437866211,0.5539725422859192
218,9.781039237976074,0.5714170932769775
219,9.780062675476074,0.5263005495071411
220,9.779045104980469,0.5418331623077393
221,9.778037071228027,0.5351811051368713
222,9.77704906463623,0.5262969732284546
223,9.776034355163574,0.5227440595626831
224,9.775020599365234,0.5671632289886475
225,9.774003028869629,0.5280855894088745
226,9.772981643676758,0.5453060269355774
227,9.771987915039062,0.54261714220047
228,9.770960807800293,0.5141005516052246
229,9.76994514465332,0.5442317724227905
230,9.768913269042969,0.5351877212524414
231,9.76790714263916,0.5199680328369141
232,9.766867637634277,0.5543489456176758
233,9.76585865020752,0.536172091960907
234,9.76481819152832,0.5361582040786743
235,9.763739585876465,0.5225452184677124
236,9.762716293334961,0.5425378084182739
237,9.76172161102295,0.5384305715560913
238,9.76069164276123,0.5448561906814575
239,9.759681701660156,0.5286426544189453
240,9.758707046508789,0.5476094484329224
241,9.757678031921387,0.5563787817955017
242,9.756667137145996,0.5458763837814331
243,9.75563907623291,0.5558603405952454
244,9.754600524902344,0.5614527463912964
245,9.753618240356445,0.5770922303199768
246,9.752586364746094,0.5373806953430176
247,9.751540184020996,0.5472894906997681
248,9.750529289245605,0.5202105045318604
249,9.749533653259277,0.5400533676147461
250,9.748522758483887,0.5455209016799927
251,9.747496604919434,0.5184019207954407
252,9.746431350708008,0.5553205013275146
253,9.74543285369873,0.5188907384872437
254,9.744380950927734,0.5290927886962891
255,9.743410110473633,0.5155277252197266
256,9.742417335510254,0.524829626083374
257,9.741388320922852,0.5204842686653137
258,9.740389823913574,0.5365134477615356
259,9.739362716674805,0.5245312452316284
260,9.738326072692871,0.5477449297904968
261,9.737324714660645,0.542036771774292
262,9.736316680908203,0.547934889793396
263,9.735299110412598,0.5591095685958862
264,9.734298706054688,0.5389922857284546
265,9.733298301696777,0.5289052128791809
266,9.732295036315918,0.5348730087280273
267,9.731258392333984,0.5744533538818359
268,9.73021125793457,0.5202968120574951
269,9.729223251342773,0.5456209182739258
270,9.728192329406738,0.5502467155456543
271,9.727129936218262,0.5100466012954712
272,9.726140975952148,0.5537323951721191
273,9.72512435913086,0.5306644439697266
274,9.724130630493164,0.5532265901565552
275,9.723111152648926,0.5415163040161133
276,9.722082138061523,0.5472427606582642
277,9.721053123474121,0.5709822177886963
278,9.72005558013916,0.5103899836540222
279,9.719032287597656,0.5537757873535156
280,9.718047142028809,0.5686955451965332
281,9.717016220092773,0.546696662902832
282,9.716015815734863,0.5349359512329102
283,9.71500301361084,0.5343029499053955
284,9.713988304138184,0.5499370098114014
285,9.712963104248047,0.5484988689422607
286,9.711928367614746,0.5291422605514526
287,9.710935592651367,0.5274622440338135
288,9.709888458251953,0.567795991897583
289,9.70887279510498,0.5438621640205383
290,9.707859992980957,0.5592970848083496
291,9.706835746765137,0.5388485193252563
292,9.705877304077148,0.5219244956970215
293,9.70485782623291,0.5390111207962036
294,9.70386028289795,0.5504516363143921
295,9.702847480773926,0.5293536186218262
296,9.701815605163574,0.5122483372688293
297,9.700799942016602,0.5385335087776184
298,9.699795722961426,0.5508341789245605
299,9.698745727539062,0.5299873352050781
300,9.697714805603027,0.534740149974823
301,9.696684837341309,0.5486260652542114
302,9.695669174194336,0.538737416267395
303,9.69465160369873,0.5426970720291138
304,9.693653106689453,0.5302388668060303
305,9.692625999450684,0.5376011729240417
306,9.691617965698242,0.5563942193984985
307,9.69061279296875,0.5001387596130371
308,9.689604759216309,0.5406250953674316
309,9.688582420349121,0.5417432188987732
310,9.687568664550781,0.5254170894622803
311,9.686558723449707,0.5379245281219482
312,9.685519218444824,0.5519971251487732
313,9.684524536132812,0.546269416809082
314,9.683530807495117,0.5625278949737549
315,9.682518005371094,0.5453219413757324
316,9.681476593017578,0.5622218251228333
317,9.68045425415039,0.5422108769416809
318,9.679450035095215,0.5450350046157837
319,9.678459167480469,0.540500819683075
320,9.677397727966309,0.5345191955566406
321,9.67636775970459,0.5395854711532593
322,9.675345420837402,0.5357953310012817
323,9.674335479736328,0.5150030851364136
324,9.673301696777344,0.5260298252105713
325,9.672282218933105,0.574684739112854
326,9.671245574951172,0.5448434352874756
327,9.670207977294922,0.533504843711853
328,9.669161796569824,0.5154275894165039
329,9.668170928955078,0.5272554755210876
330,9.667158126831055,0.5277341604232788
331,9.666126251220703,0.5394842624664307
332,9.665103912353516,0.5473568439483643
333,9.664061546325684,0.5297709107398987
334,9.663079261779785,0.5511149168014526
335,9.662022590637207,0.5485172867774963
336,9.661011695861816,0.5467560291290283
337,9.659989356994629,0.5489087700843811
338,9.658964157104492,0.5428365468978882
339,9.657943725585938,0.5248711109161377
340,9.65692138671875,0.5560661554336548
341,9.655908584594727,0.5134193897247314
342,9.654906272888184,0.5546494126319885
343,9.653895378112793,0.5242260098457336
344,9.65290355682373,0.5523617267608643
345,9.651844024658203,0.5310207605361938
346,9.650849342346191,0.565689206123352
347,9.649821281433105,0.5300112962722778
348,9.648782730102539,0.5672218799591064
349,9.647748947143555,0.558506965637207
350,9.646702766418457,0.5485903024673462
351,9.645705223083496,0.5292102098464966
352,9.644672393798828,0.54767245054245
353,9.643670082092285,0.4998328685760498
354,9.642651557922363,0.5369669198989868
355,9.641592979431152,0.5542110800743103
356,9.640580177307129,0.5431442856788635
357,9.639573097229004,0.5293881893157959
358,9.638517379760742,0.5266166925430298
359,9.637486457824707,0.5246972441673279
360,9.636463165283203,0.5374959707260132
361,9.635425567626953,0.5416915416717529
362,9.634373664855957,0.550010085105896
363,9.633373260498047,0.5507838726043701
364,9.632349967956543,0.5464012026786804
365,9.631306648254395,0.5165987014770508
366,9.630270004272461,0.5418736934661865
367,9.629253387451172,0.5441232919692993
368,9.62824821472168,0.530674934387207
369,9.627223014831543,0.5483649373054504
370,9.626212120056152,0.53475022315979
371,9.625166893005371,0.5098909735679626
372,9.624135971069336,0.5182597637176514
373,9.623109817504883,0.526942789554596
374,9.62208080291748,0.5253821611404419
375,9.621047973632812,0.5349142551422119
376,9.619997024536133,0.5439258813858032
377,9.618972778320312,0.5441491007804871
378,9.617926597595215,0.5316087007522583
379,9.616914749145508,0.5527164936065674
380,9.615882873535156,0.527307391166687
381,9.614893913269043,0.5423313975334167
382,9.613863945007324,0.5500339269638062
383,9.612848281860352,0.5505309700965881
384,9.611818313598633,0.5329474210739136
385,9.6107759475708,0.5252033472061157
386,9.609776496887207,0.5393356680870056
387,9.608742713928223,0.5503475069999695
388,9.607748031616211,0.5420507788658142
389,9.606720924377441,0.5335203409194946
390,9.605711936950684,0.5235365629196167
391,9.604704856872559,0.5639874935150146
392,9.603663444519043,0.5414016842842102
393,9.602632522583008,0.5415694117546082
394,9.601613998413086,0.5214515328407288
395,9.600618362426758,0.5402461290359497
396,9.599596977233887,0.5309774875640869
397,9.598556518554688,0.536799967288971
398,9.597537994384766,0.5413949489593506
399,9.5964937210083,0.5220550298690796
400,9.595452308654785,0.5393355488777161
401,9.594413757324219,0.5464438796043396
402,9.593364715576172,0.5568900108337402
403,9.592330932617188,0.546234667301178
404,9.591289520263672,0.551232635974884
405,9.590255737304688,0.5409661531448364
406,9.589241027832031,0.5453915596008301
407,9.588212013244629,0.5098568201065063
408,9.587178230285645,0.5366460084915161
409,9.586194038391113,0.5388110876083374
410,9.585162162780762,0.5273916125297546
411,9.58410358428955,0.5527060031890869
412,9.583109855651855,0.5528823733329773
413,9.58206844329834,0.5474121570587158
414,9.581012725830078,0.5147897005081177
415,9.579970359802246,0.5448646545410156
416,9.5789213180542,0.5295006036758423
417,9.577864646911621,0.5329172611236572
418,9.576833724975586,0.5245257616043091
419,9.575803756713867,0.5139190554618835
420,9.574758529663086,0.5343765020370483
421,9.573723793029785,0.5118640661239624
422,9.572701454162598,0.54763263463974
423,9.571654319763184,0.5308752655982971
424,9.570624351501465,0.5365352630615234
425,9.569601058959961,0.5279641151428223
426,9.568595886230469,0.5388683080673218
427,9.56756591796875,0.5394229292869568
428,9.566523551940918,0.5512793064117432
429,9.5654878616333,0.5475591421127319
430,9.56447982788086,0.5307170748710632
431,9.563434600830078,0.5508677363395691
432,9.562414169311523,0.5358254909515381
433,9.561392784118652,0.5261958837509155
434,9.560320854187012,0.5169861316680908
435,9.55929183959961,0.5432543158531189
436,9.55826473236084,0.5336304903030396
437,9.557183265686035,0.5545824766159058
438,9.556166648864746,0.5451145172119141
439,9.555170059204102,0.5377525091171265
440,9.554169654846191,0.557540237903595
441,9.553135871887207,0.5335849523544312
442,9.552081108093262,0.5315579175949097
443,9.551042556762695,0.509516716003418
444,9.550052642822266,0.5458806753158569
445,9.549031257629395,0.5246859788894653
446,9.54797077178955,0.5082790851593018
447,9.546937942504883,0.5324912071228027
448,9.545890808105469,0.5328907370567322
449,9.544870376586914,0.5380203723907471
450,9.543867111206055,0.5410591959953308
451,9.542835235595703,0.5126547813415527
452,9.541813850402832,0.5455436706542969
453,9.540788650512695,0.534428060054779
454,9.539762496948242,0.5521864891052246
455,9.538690567016602,0.5395107269287109
456,9.537666320800781,0.5439538955688477
457,9.53664779663086,0.5470529794692993
458,9.535604476928711,0.5491055846214294
459,9.534575462341309,0.5194991230964661
460,9.533548355102539,0.537569522857666
461,9.532515525817871,0.5379754900932312
462,9.531479835510254,0.5268802046775818
463,9.530427932739258,0.53355872631073
464,9.529397010803223,0.5360336303710938
465,9.528349876403809,0.5441546440124512
466,9.527320861816406,0.5289657115936279
467,9.52629566192627,0.5305345058441162
468,9.52524471282959,0.5352936387062073
469,9.524197578430176,0.5207290649414062
470,9.523143768310547,0.5354441404342651
471,9.522125244140625,0.5244928598403931
472,9.521087646484375,0.5379014015197754
473,9.52008056640625,0.5537780523300171
474,9.519021034240723,0.5491470098495483
475,9.517988204956055,0.5437222719192505
476,9.516927719116211,0.5054713487625122
477,9.51589298248291,0.5690456628799438
478,9.514850616455078,0.5231708288192749
479,9.51382064819336,0.5342937111854553
480,9.512799263000488,0.5099449157714844
481,9.511761665344238,0.545379638671875
482,9.510708808898926,0.5479124784469604
483,9.509684562683105,0.5346001386642456
484,9.508625984191895,0.5437119603157043
485,9.507593154907227,0.5446422100067139
486,9.50655746459961,0.5285230278968811
487,9.505505561828613,0.526135265827179
488,9.504460334777832,0.5032023191452026
489,9.503422737121582,0.5425766706466675
490,9.502365112304688,0.5408226251602173
491,9.501317977905273,0.548662543296814
492,9.500295639038086,0.5596743226051331
493,9.499239921569824,0.5351352095603943
494,9.498170852661133,0.53224778175354
495,9.497136116027832,0.5115130543708801
496,9.496061325073242,0.5203042030334473
497,9.49501895904541,0.5220226049423218
498,9.493993759155273,0.5518559217453003
499,9.492915153503418,0.5294150114059448
500,9.491847038269043,0.5632052421569824
501,9.490850448608398,0.5430998802185059
502,9.489823341369629,0.5375040769577026
503,9.488795280456543,0.5428402423858643
504,9.487730979919434,0.5566045045852661
505,9.486701011657715,0.5540376305580139
506,9.48566722869873,0.5634117126464844
507,9.484634399414062,0.5434137582778931
508,9.483602523803711,0.533096432685852
509,9.482548713684082,0.5357859134674072
510,9.481488227844238,0.5434574484825134
511,9.480447769165039,0.5323622226715088
512,9.479387283325195,0.5564204454421997
513,9.478358268737793,0.5488923788070679
514,9.477330207824707,0.5532424449920654
515,9.476284980773926,0.5488312244415283
516,9.475253105163574,0.5265207290649414
517,9.474218368530273,0.4880237579345703
518,9.473214149475098,0.5154323577880859
519,9.472177505493164,0.539116621017456
520,9.471117973327637,0.5384901762008667
521,9.470069885253906,0.5377651453018188
522,9.468994140625,0.5295713543891907
523,9.467947006225586,0.5346658825874329
524,9.466879844665527,0.533620297908783
525,9.465877532958984,0.5207396745681763
526,9.464839935302734,0.5279072523117065
527,9.463814735412598,0.5521042346954346
528,9.462789535522461,0.5475478172302246
529,9.461737632751465,0.5588143467903137
530,9.46070384979248,0.5334924459457397
531,9.459671020507812,0.5226784944534302
532,9.458625793457031,0.5510931015014648
533,9.457575798034668,0.5234241485595703
534,9.456521987915039,0.5381983518600464
535,9.455497741699219,0.5276663303375244
536,9.454436302185059,0.540976881980896
537,9.4534273147583,0.5243054628372192
538,9.452357292175293,0.5191417932510376
539,9.4512939453125,0.549420952796936
540,9.4502534866333,0.5348901748657227
541,9.449207305908203,0.5399651527404785
542,9.448172569274902,0.5542275905609131
543,9.447135925292969,0.5266023874282837
544,9.446091651916504,0.538597822189331
545,9.445054054260254,0.5119935274124146
546,9.444010734558105,0.5436218976974487
547,9.44294261932373,0.5578341484069824
548,9.441885948181152,0.5352622270584106
549,9.440839767456055,0.5407946109771729
550,9.439801216125488,0.5564048886299133
551,9.438782691955566,0.5435943603515625
552,9.437703132629395,0.543878972530365
553,9.436676025390625,0.5489174723625183
554,9.435633659362793,0.5406690239906311
555,9.434595108032227,0.5454901456832886
556,9.433568954467773,0.5626953840255737
557,9.432511329650879,0.5526823997497559
558,9.431476593017578,0.5340901613235474
559,9.430416107177734,0.539685845375061
560,9.429386138916016,0.5303367376327515
561,9.428342819213867,0.5356488227844238
562,9.427279472351074,0.5563013553619385
563,9.426224708557129,0.5296229720115662
564,9.425172805786133,0.5452378988265991
565,9.424126625061035,0.5362428426742554
566,9.423103332519531,0.4972569942474365
567,9.422079086303711,0.5332788228988647
568,9.421052932739258,0.5445843935012817
569,9.420000076293945,0.5318382978439331
570,9.418939590454102,0.5253028869628906
571,9.417902946472168,0.5496340394020081
572,9.41683578491211,0.5496569871902466
573,9.415779113769531,0.5066541433334351
574,9.414752960205078,0.5266700387001038
575,9.41369915008545,0.5453610420227051
576,9.412660598754883,0.5399447679519653
577,9.41158676147461,0.5279353857040405
578,9.410561561584473,0.508648157119751
579,9.409512519836426,0.5136975049972534
580,9.408468246459961,0.5294783711433411
581,9.407424926757812,0.5478425025939941
582,9.406355857849121,0.5499255657196045
583,9.405309677124023,0.5460171699523926
584,9.404250144958496,0.5190286636352539
585,9.403191566467285,0.5386807918548584
586,9.40213394165039,0.5364134311676025
587,9.401084899902344,0.528864860534668
588,9.400046348571777,0.5471141338348389
589,9.398984909057617,0.5392342805862427
590,9.39794635772705,0.5026220083236694
591,9.396904945373535,0.5282412767410278
592,9.395874977111816,0.5468747615814209
593,9.39481258392334,0.5389994382858276
594,9.39375114440918,0.5332656502723694
595,9.392728805541992,0.5283553600311279
596,9.391702651977539,0.5654374957084656
597,9.390645027160645,0.5304697155952454
598,9.389607429504395,0.5312649607658386
599,9.388545989990234,0.5473242402076721
600,9.387516021728516,0.5358303785324097
601,9.386499404907227,0.5478085279464722
602,9.385454177856445,0.5529804229736328
603,9.384400367736816,0.5224435329437256
604,9.3833589553833,0.5151580572128296
605,9.382271766662598,0.5507451891899109
606,9.381206512451172,0.5175349116325378
607,9.380130767822266,0.5481055974960327
608,9.379118919372559,0.5436683893203735
609,9.378082275390625,0.5575500130653381
610,9.3770112991333,0.5627347826957703
611,9.375972747802734,0.5184894800186157
612,9.374916076660156,0.542396068572998
613,9.373860359191895,0.5219488143920898
614,9.37278938293457,0.5429343581199646
615,9.371779441833496,0.5182703733444214
616,9.370748519897461,0.5321552753448486
617,9.369736671447754,0.5431808829307556
618,9.368687629699707,0.5285720825195312
619,9.367690086364746,0.528961181640625
620,9.366657257080078,0.5415653586387634
621,9.36559772491455,0.5457552671432495
622,9.364584922790527,0.5301119089126587
623,9.363560676574707,0.5301376581192017
624,9.362500190734863,0.5326722860336304
625,9.361448287963867,0.5332361459732056
626,9.360372543334961,0.5401836037635803
627,9.359333992004395,0.5052945613861084
628,9.358304977416992,0.5380972623825073
629,9.35728931427002,0.5151126384735107
630,9.356224060058594,0.5267685651779175
631,9.355171203613281,0.5520921349525452
632,9.35411262512207,0.5478485822677612
633,9.353060722351074,0.5226835012435913
634,9.352020263671875,0.535697340965271
635,9.350980758666992,0.5290031433105469
636,9.349919319152832,0.571725606918335
637,9.348891258239746,0.5088672637939453
638,9.347833633422852,0.525203287601471
639,9.346796989440918,0.5419857501983643
640,9.345694541931152,0.5380765199661255
641,9.344636917114258,0.5141840577125549
642,9.343583106994629,0.5433212518692017
643,9.342479705810547,0.5378894805908203
644,9.341432571411133,0.5210332274436951
645,9.340394020080566,0.545805811882019
646,9.339345932006836,0.5331287384033203
647,9.338316917419434,0.5288876891136169
648,9.337278366088867,0.5263848304748535
649,9.33621597290039,0.5484093427658081
650,9.335182189941406,0.5635474324226379
651,9.334155082702637,0.5410325527191162
652,9.333106994628906,0.5656187534332275
653,9.332036972045898,0.5645779371261597
654,9.330971717834473,0.5319163799285889
655,9.329957008361816,0.5410218834877014
656,9.32889175415039,0.5584359765052795
657,9.327845573425293,0.53327476978302
658,9.326763153076172,0.5376896858215332
659,9.325732231140137,0.5406336188316345
660,9.324663162231445,0.538200318813324
661,9.323627471923828,0.5288684368133545
662,9.322559356689453,0.5195910930633545
663,9.321460723876953,0.5471741557121277
664,9.320393562316895,0.5444061756134033
665,9.31933307647705,0.5328061580657959
666,9.318289756774902,0.5132691860198975
667,9.317219734191895,0.5319855213165283
668,9.316194534301758,0.5382735133171082
669,9.315125465393066,0.4901873469352722
670,9.31406307220459,0.5109007358551025
671,9.313007354736328,0.5040839910507202
672,9.311966896057129,0.5645663738250732
673,9.310894966125488,0.5291440486907959
674,9.309805870056152,0.5256407260894775
675,9.308759689331055,0.5481646060943604
676,9.307698249816895,0.5084341764450073
677,9.30664348602295,0.5361993312835693
678,9.30559253692627,0.5512871742248535
679,9.304523468017578,0.5657521486282349
680,9.303479194641113,0.540717601776123
681,9.302421569824219,0.5517494678497314
682,9.301379203796387,0.5446301698684692
683,9.300350189208984,0.5328199863433838
684,9.299294471740723,0.5480651259422302
685,9.29824161529541,0.5104315280914307
686,9.297201156616211,0.5313194990158081
687,9.29613971710205,0.5490792989730835
688,9.295110702514648,0.534213125705719
689,9.294074058532715,0.5342057943344116
690,9.29304027557373,0.5471954345703125
691,9.291956901550293,0.496573269367218
692,9.290888786315918,0.5793481469154358
693,9.289823532104492,0.5502257347106934
694,9.288734436035156,0.5456942319869995
695,9.28770637512207,0.5326494574546814
696,9.286629676818848,0.5507935285568237
697,9.28554630279541,0.5506467819213867
698,9.284467697143555,0.5083634853363037
699,9.283414840698242,0.5404516458511353
700,9.282361030578613,0.5315512418746948
701,9.281303405761719,0.5315505266189575
702,9.28023910522461,0.5117385387420654
703,9.279189109802246,0.5816500186920166
704,9.278157234191895,0.5470317602157593
705,9.277115821838379,0.5602670907974243
706,9.276052474975586,0.5303495526313782
707,9.274991989135742,0.5221987962722778
708,9.273932456970215,0.5227617025375366
709,9.272904396057129,0.5376480221748352
710,9.27187442779541,0.5383458137512207
711,9.270800590515137,0.5297463536262512
712,9.269759178161621,0.5401594042778015
713,9.26871395111084,0.5553700923919678
714,9.267656326293945,0.5364612936973572
715,9.266613960266113,0.5273508429527283
716,9.265536308288574,0.5208017826080322
717,9.264490127563477,0.5311702489852905
718,9.263437271118164,0.5279184579849243
719,9.2623872756958,0.5610225200653076
720,9.261310577392578,0.5211499333381653
721,9.260247230529785,0.5105366706848145
722,9.259176254272461,0.555062472820282
723,9.2581205368042,0.5236678123474121
724,9.257092475891113,0.5487326979637146
725,9.256026268005371,0.5178155899047852
726,9.254940032958984,0.567560076713562
727,9.253887176513672,0.5488744974136353
728,9.252822875976562,0.5263975858688354
729,9.251774787902832,0.5247272253036499
730,9.25070858001709,0.5442925691604614
731,9.249673843383789,0.53407883644104
732,9.248618125915527,0.546369731426239
733,9.247549057006836,0.5497819185256958
734,9.246479988098145,0.5288588404655457
735,9.245415687561035,0.5490787029266357
736,9.244364738464355,0.5473380088806152
737,9.243332862854004,0.5232193470001221
738,9.242250442504883,0.5295108556747437
739,9.241209030151367,0.5352660417556763
